Gender,Age Group,Purchase Date,Product Category,Discount Availed,Gross Amount,Net Amount,Purchase Method,Location,Married
1,2,1,Electronics,0,1207.11,1207.11,Credit Card,Delhi,1.0
2,3,0,Other,0,7906.16,7906.16,Debit Card,Kolkata,0.0
1,0,3,Books,1,1599.66,1534.22,Debit Card,Chennai,1.0
2,3,0,Books,1,5247.15,5033.39,Debit Card,Pune,0.0
0,3,6,Electronics,1,2732.47,2365.83,Debit Card,Pune,0.0
2,4,0,Sports & Fitness,1,2827.04,2544.17,Debit Card,Chennai,1.0
1,3,6,Clothing,0,3217.91,3217.91,Paytm UPI,Mumbai,1.0
1,1,4,Books,1,4263.42,4191.76,Credit Card,Mumbai,1.0
2,1,0,Electronics,0,2449.13,2449.13,Credit Card,Delhi,1.0
1,2,4,Electronics,0,6003.35,6003.35,Debit Card,Mumbai,1.0
1,1,3,Electronics,0,2386.83,2386.83,Google Pay UPI,Delhi,1.0
2,2,5,Electronics,0,4780.78,4780.78,Credit Card,Delhi,0.0
0,1,6,Sports & Fitness,0,3233.68,3233.68,Net Banking,Pune,1.0
2,4,2,Home & Kitchen,0,5167.68,5167.68,Credit Card,Bangalore,1.0
0,1,2,Electronics,1,492.05,435.5,Net Banking,Delhi,1.0
0,2,2,Books,0,2595.32,2595.32,Credit Card,Hyderabad,1.0
0,2,5,Toys & Games,1,3878.24,3608.49,Credit Card,Bangalore,1.0
2,1,5,Home & Kitchen,1,3160.17,2693.71,Net Banking,Mumbai,0.0
0,3,1,Home & Kitchen,1,5018.97,4767.27,Credit Card,Delhi,0.0
0,1,5,Sports & Fitness,1,6302.22,6072.72,Net Banking,Other,0.0
1,2,0,Sports & Fitness,0,1978.97,1978.97,Debit Card,Hyderabad,0.0
0,0,4,Electronics,0,925.91,925.91,Credit Card,Delhi,0.0
0,2,5,Books,0,1575.91,1575.91,Credit Card,Ahmedabad,0.0
0,2,0,Sports & Fitness,1,4883.86,4433.09,Debit Card,Chennai,0.0
2,0,5,Electronics,0,5168.82,5168.82,Credit Card,Mumbai,0.0
2,2,6,Sports & Fitness,1,3278.88,3124.19,Debit Card,Dehradun,1.0
2,0,6,Other,1,5335.94,5149.53,Debit Card,Chennai,0.0
1,2,5,Books,1,4319.67,4029.53,Debit Card,Chennai,1.0
2,1,2,Electronics,0,4657.22,4657.22,Credit Card,Mumbai,1.0
2,2,2,Clothing,0,1898.51,1898.51,Net Banking,Pune,1.0
2,3,1,Electronics,0,717.37,717.37,International Card,Kolkata,1.0
1,2,0,Clothing,0,1996.18,1996.18,Credit Card,Delhi,1.0
1,3,3,Books,1,844.32,639.93,Debit Card,Pune,0.0
1,2,3,Sports & Fitness,1,3480.25,3000.38,Credit Card,Delhi,1.0
1,4,5,Electronics,0,3685.01,3685.01,Paytm UPI,Delhi,1.0
1,3,0,Electronics,1,5280.82,5196.84,Credit Card,Bangalore,1.0
0,2,3,Beauty and Health,0,589.14,589.14,Credit Card,Pune,1.0
1,1,6,Books,0,3472.89,3472.89,Debit Card,Mumbai,1.0
2,2,5,Electronics,1,3886.29,3403.37,Credit Card,Pune,0.0
0,3,3,Home & Kitchen,1,2098.79,1820.26,Debit Card,Jaipur,0.0
1,3,1,Sports & Fitness,0,4909.53,4909.53,Credit Card,Hyderabad,0.0
1,1,2,Clothing,0,3837.8,3837.8,Paytm UPI,Bangalore,1.0
1,3,2,Electronics,0,1794.48,1794.48,Credit Card,Mumbai,1.0
1,2,6,Beauty and Health,1,2332.32,1891.7,Debit Card,Mumbai,1.0
0,1,2,Beauty and Health,1,3055.97,2717.18,Debit Card,Hyderabad,1.0
0,3,2,Home & Kitchen,1,919.83,797.51,Credit Card,Ahmedabad,1.0
1,0,1,Clothing,1,2775.22,2519.81,Net Banking,Chennai,1.0
1,3,1,Clothing,0,5173.19,5173.19,International Card,Pune,1.0
2,2,6,Sports & Fitness,0,1993.5,1993.5,Debit Card,Pune,1.0
2,2,5,Sports & Fitness,1,2450.53,2129.87,Debit Card,Chennai,0.0
2,2,1,Home & Kitchen,1,4535.87,4467.99,Debit Card,Delhi,0.0
0,0,5,Home & Kitchen,1,3397.21,2950.81,Debit Card,Lucknow,0.0
0,1,6,Sports & Fitness,1,751.31,485.48,Credit Card,Bangalore,1.0
2,2,5,Electronics,1,2643.28,2466.32,Credit Card,Mumbai,1.0
2,2,3,Clothing,0,283.86,283.86,Debit Card,Lucknow,1.0
0,3,1,Electronics,1,1344.0,1270.48,Debit Card,Pune,1.0
2,3,0,Electronics,0,3308.92,3308.92,Paytm UPI,Ahmedabad,1.0
2,2,2,Electronics,0,2425.6,2425.6,Debit Card,Hyderabad,0.0
2,3,4,Beauty and Health,1,4669.86,4521.85,Credit Card,Pune,0.0
2,1,5,Electronics,0,2880.45,2880.45,Net Banking,Mumbai,1.0
2,2,6,Clothing,1,2065.34,1627.04,PhonePe UPI,Bangalore,0.0
1,2,3,Toys & Games,0,4050.82,4050.82,Debit Card,Chennai,1.0
0,1,0,Beauty and Health,1,6896.75,6816.04,Credit Card,Mumbai,0.0
2,1,0,Clothing,0,3162.97,3162.97,Google Pay UPI,Ahmedabad,1.0
0,2,1,Electronics,0,3073.91,3073.91,Credit Card,Bangalore,0.0
0,2,2,Beauty and Health,0,4104.3,4104.3,Credit Card,Pune,1.0
0,2,0,Home & Kitchen,1,2760.76,2579.0,International Card,Ahmedabad,0.0
2,1,6,Sports & Fitness,1,4036.06,3850.88,Cash on Delivery,Kolkata,1.0
2,1,0,Books,0,2249.08,2249.08,Google Pay UPI,Hyderabad,1.0
0,3,3,Electronics,0,2648.25,2648.25,PhonePe UPI,Delhi,0.0
2,2,5,Electronics,0,3782.46,3782.46,Credit Card,Chennai,0.0
1,1,4,Beauty and Health,0,3285.58,3285.58,PhonePe UPI,Dehradun,1.0
1,2,4,Sports & Fitness,1,5902.07,5752.6,Paytm UPI,Chennai,1.0
2,1,0,Electronics,0,2157.13,2157.13,Credit Card,Bangalore,1.0
2,1,5,Beauty and Health,0,5223.4,5223.4,Credit Card,Ahmedabad,1.0
1,2,6,Toys & Games,0,738.07,738.07,Net Banking,Delhi,1.0
1,2,6,Pet Care,0,3228.58,3228.58,PhonePe UPI,Mumbai,1.0
2,2,1,Beauty and Health,1,890.03,455.96,Credit Card,Hyderabad,1.0
1,4,6,Beauty and Health,0,6661.87,6661.87,Debit Card,Mumbai,1.0
2,2,3,Sports & Fitness,0,2889.82,2889.82,Credit Card,Pune,1.0
2,2,2,Electronics,1,581.39,230.16,Credit Card,Hyderabad,1.0
2,2,2,Toys & Games,1,2194.3,1773.81,Cash on Delivery,Mumbai,1.0
1,0,2,Books,0,2294.45,2294.45,Net Banking,Hyderabad,0.0
2,2,4,Beauty and Health,0,903.37,903.37,PhonePe UPI,Delhi,0.0
1,2,4,Sports & Fitness,0,874.04,874.04,Credit Card,Chennai,1.0
2,2,0,Electronics,0,3451.11,3451.11,Debit Card,Kolkata,0.0
1,3,4,Clothing,0,4515.83,4515.83,Credit Card,Kolkata,0.0
2,2,6,Sports & Fitness,1,3140.93,3068.94,Credit Card,Mumbai,1.0
0,2,4,Pet Care,1,3416.56,3120.24,Cash on Delivery,Hyderabad,1.0
2,2,6,Beauty and Health,0,3405.35,3405.35,Net Banking,Delhi,1.0
0,1,0,Clothing,1,6481.59,6374.76,Credit Card,Kolkata,0.0
1,3,5,Beauty and Health,1,5400.63,5005.82,PhonePe UPI,Mumbai,1.0
1,2,4,Other,1,4702.31,4271.16,Google Pay UPI,Delhi,1.0
1,2,0,Clothing,0,3494.31,3494.31,Credit Card,Delhi,1.0
2,2,3,Clothing,1,2588.48,2387.78,Credit Card,Jaipur,0.0
0,3,6,Clothing,1,1394.85,945.09,Debit Card,Delhi,0.0
0,2,6,Clothing,0,4980.64,4980.64,Net Banking,Mumbai,1.0
1,1,0,Sports & Fitness,1,5695.01,5405.6,Credit Card,Bangalore,0.0
1,3,6,Home & Kitchen,1,4685.92,4527.33,Google Pay UPI,Mumbai,0.0
0,3,2,Clothing,0,1555.34,1555.34,International Card,Chennai,0.0
2,3,5,Electronics,0,3603.96,3603.96,Credit Card,Delhi,1.0
1,1,3,Clothing,1,5523.52,5043.23,Credit Card,Pune,1.0
1,2,6,Sports & Fitness,0,1555.86,1555.86,Credit Card,Mumbai,1.0
0,2,4,Electronics,0,4028.3,4028.3,Credit Card,Bangalore,1.0
2,1,3,Pet Care,1,5985.94,5556.09,Credit Card,Hyderabad,1.0
2,2,5,Pet Care,1,5055.0,4733.43,Google Pay UPI,Delhi,1.0
2,2,6,Electronics,1,4800.5,4412.99,Debit Card,Hyderabad,1.0
0,2,4,Clothing,1,2519.95,2350.92,Cash on Delivery,Hyderabad,1.0
0,1,4,Beauty and Health,0,257.71,257.71,International Card,Mumbai,1.0
1,1,6,Clothing,0,5600.92,5600.92,Credit Card,Mumbai,1.0
2,3,4,Electronics,1,3016.78,2556.14,International Card,Ahmedabad,1.0
0,1,4,Beauty and Health,0,1593.36,1593.36,Net Banking,Pune,1.0
1,2,1,Electronics,0,4108.86,4108.86,Paytm UPI,Mumbai,0.0
0,1,4,Toys & Games,1,3325.73,2942.22,Google Pay UPI,Kolkata,1.0
1,3,4,Clothing,1,1912.93,1675.8,Credit Card,Pune,0.0
1,2,2,Home & Kitchen,0,2833.8,2833.8,Debit Card,Hyderabad,0.0
0,2,5,Clothing,1,1005.26,730.71,PhonePe UPI,Dehradun,0.0
2,3,2,Toys & Games,1,4914.83,4844.17,Debit Card,Hyderabad,1.0
1,1,6,Clothing,0,1405.27,1405.27,Credit Card,Hyderabad,1.0
0,3,6,Home & Kitchen,1,1991.72,1900.01,Credit Card,Delhi,0.0
2,0,6,Home & Kitchen,1,1421.13,988.45,Cash on Delivery,Kolkata,1.0
1,2,3,Toys & Games,1,5096.05,4948.94,PhonePe UPI,Bangalore,1.0
2,2,6,Sports & Fitness,1,2840.27,2533.33,Google Pay UPI,Pune,1.0
2,2,2,Electronics,0,1871.42,1871.42,Debit Card,Bangalore,1.0
2,3,6,Sports & Fitness,0,3331.07,3331.07,Credit Card,Chennai,1.0
1,2,0,Beauty and Health,0,3351.57,3351.57,Debit Card,Mumbai,0.0
1,3,2,Clothing,1,4065.65,3836.2,Paytm UPI,Chennai,1.0
2,3,2,Sports & Fitness,0,5308.63,5308.63,Cash on Delivery,Jaipur,1.0
2,2,4,Clothing,0,2998.46,2998.46,Credit Card,Hyderabad,0.0
0,1,4,Sports & Fitness,1,3541.41,3436.94,Net Banking,Pune,0.0
2,2,5,Home & Kitchen,1,1026.64,966.22,Credit Card,Delhi,1.0
2,2,4,Clothing,0,2676.41,2676.41,Debit Card,Delhi,1.0
0,2,3,Pet Care,1,4108.92,3971.01,Credit Card,Hyderabad,1.0
2,2,4,Sports & Fitness,0,1480.94,1480.94,Debit Card,Varanasi,1.0
2,2,1,Electronics,0,958.01,958.01,Net Banking,Varanasi,0.0
2,1,4,Sports & Fitness,1,414.41,34.58,Net Banking,Mumbai,1.0
1,1,6,Clothing,0,4641.43,4641.43,Credit Card,Chennai,1.0
1,3,5,Electronics,0,1698.48,1698.48,PhonePe UPI,Bangalore,1.0
0,2,4,Electronics,1,1781.29,1380.78,Debit Card,Delhi,0.0
1,1,4,Books,1,5498.42,5197.11,Debit Card,Chennai,0.0
2,2,5,Home & Kitchen,0,5219.98,5219.98,Cash on Delivery,Mumbai,0.0
0,2,2,Electronics,0,4589.15,4589.15,Debit Card,Delhi,1.0
2,2,6,Beauty and Health,1,4107.01,3839.84,Credit Card,Mumbai,1.0
0,0,0,Clothing,1,5319.47,5039.35,Credit Card,Bangalore,1.0
2,2,2,Electronics,1,2989.83,2856.41,Credit Card,Delhi,0.0
0,2,1,Beauty and Health,0,4347.99,4347.99,Credit Card,Srinagar,0.0
2,0,6,Electronics,0,1568.13,1568.13,Debit Card,Mumbai,0.0
1,3,1,Toys & Games,1,4065.19,3624.2,Debit Card,Delhi,1.0
2,3,1,Electronics,1,2928.02,2536.82,Credit Card,Kolkata,0.0
0,2,0,Electronics,0,1124.57,1124.57,Debit Card,Varanasi,1.0
1,2,3,Clothing,1,2411.3,2063.6,Credit Card,Chennai,1.0
0,2,3,Sports & Fitness,1,2418.51,2155.0,International Card,Ahmedabad,1.0
0,3,4,Beauty and Health,1,5055.27,4864.38,Cash on Delivery,Delhi,0.0
1,1,6,Electronics,1,576.72,304.92,Credit Card,Mumbai,1.0
0,2,0,Electronics,1,6151.13,5788.86,Google Pay UPI,Mumbai,1.0
1,3,2,Beauty and Health,1,3977.47,3772.91,Credit Card,Kolkata,1.0
0,3,0,Clothing,0,5991.87,5991.87,Credit Card,Pune,1.0
2,2,5,Clothing,0,5411.44,5411.44,Cash on Delivery,Mumbai,1.0
1,3,6,Electronics,1,1702.33,1603.21,Credit Card,Mumbai,0.0
2,1,3,Home & Kitchen,0,1300.68,1300.68,Credit Card,Varanasi,0.0
1,2,3,Electronics,0,1438.87,1438.87,Cash on Delivery,Mumbai,1.0
0,1,0,Beauty and Health,1,2828.82,2763.12,Debit Card,Hyderabad,0.0
2,2,5,Sports & Fitness,0,2338.66,2338.66,Paytm UPI,Varanasi,0.0
1,2,6,Home & Kitchen,0,3261.08,3261.08,Net Banking,Chennai,0.0
2,2,1,Electronics,0,1880.4,1880.4,International Card,Chennai,1.0
0,2,4,Clothing,1,836.76,531.21,Credit Card,Hyderabad,0.0
1,4,1,Sports & Fitness,0,3003.53,3003.53,Google Pay UPI,Delhi,1.0
0,2,3,Electronics,0,3455.79,3455.79,Credit Card,Mumbai,1.0
1,1,0,Electronics,1,4514.99,4032.73,Credit Card,Pune,1.0
1,2,0,Clothing,1,4421.44,3941.42,Debit Card,Hyderabad,0.0
2,0,5,Clothing,0,1942.63,1942.63,Google Pay UPI,Hyderabad,0.0
2,4,6,Sports & Fitness,1,7185.46,6984.94,Net Banking,Pune,0.0
0,2,0,Toys & Games,1,4642.21,4404.01,Paytm UPI,Jaipur,1.0
0,1,2,Clothing,1,534.99,227.89,Credit Card,Delhi,1.0
0,3,6,Electronics,0,2747.5,2747.5,Cash on Delivery,Kolkata,1.0
1,2,0,Sports & Fitness,1,3456.25,3147.23,Credit Card,Hyderabad,0.0
1,3,1,Electronics,0,676.22,676.22,Credit Card,Bangalore,1.0
2,2,0,Electronics,0,2249.34,2249.34,Credit Card,Hyderabad,1.0
2,1,6,Electronics,1,4704.42,4384.26,Credit Card,Mumbai,0.0
1,1,3,Electronics,0,1872.68,1872.68,Credit Card,Delhi,1.0
2,2,0,Home & Kitchen,1,2005.13,1944.52,Cash on Delivery,Delhi,0.0
2,3,5,Beauty and Health,1,4359.47,3997.15,Google Pay UPI,Pune,1.0
2,1,0,Electronics,0,3633.53,3633.53,Credit Card,Ahmedabad,0.0
2,2,1,Electronics,0,1477.44,1477.44,Credit Card,Bangalore,0.0
0,4,5,Clothing,0,1234.18,1234.18,Paytm UPI,Delhi,0.0
0,3,6,Electronics,1,4076.74,3998.22,Credit Card,Mumbai,1.0
2,3,4,Clothing,0,1535.06,1535.06,PhonePe UPI,Bangalore,1.0
0,3,1,Electronics,1,1473.37,1385.51,Net Banking,Delhi,1.0
2,2,1,Beauty and Health,1,2309.93,2127.67,Credit Card,Bangalore,1.0
2,3,2,Clothing,0,2972.61,2972.61,Paytm UPI,Bangalore,1.0
0,0,5,Electronics,0,762.26,762.26,Paytm UPI,Bangalore,1.0
2,2,5,Books,1,4843.24,4717.44,Credit Card,Delhi,0.0
1,2,0,Electronics,0,2218.33,2218.33,Credit Card,Hyderabad,1.0
1,2,4,Clothing,1,3488.43,3006.61,Debit Card,Bangalore,1.0
1,2,3,Electronics,1,3726.49,3648.35,Paytm UPI,Hyderabad,1.0
1,3,3,Beauty and Health,1,4677.18,4433.28,Paytm UPI,Mumbai,1.0
2,3,5,Books,1,623.46,198.63,Credit Card,Bangalore,0.0
2,1,1,Clothing,0,1232.65,1232.65,Net Banking,Delhi,1.0
2,0,3,Other,0,1217.74,1217.74,Cash on Delivery,Hyderabad,1.0
0,2,1,Home & Kitchen,1,1482.05,1097.26,Credit Card,Hyderabad,1.0
0,2,4,Clothing,0,3166.54,3166.54,Credit Card,Mumbai,1.0
0,1,3,Electronics,0,4710.31,4710.31,Debit Card,Mumbai,0.0
0,1,3,Clothing,1,3501.28,3263.23,Cash on Delivery,Bangalore,1.0
1,1,2,Electronics,0,967.55,967.55,International Card,Ahmedabad,0.0
2,1,2,Other,0,4136.79,4136.79,Credit Card,Mumbai,1.0
1,2,3,Clothing,1,1951.89,1706.45,Debit Card,Hyderabad,0.0
1,2,4,Beauty and Health,0,3530.82,3530.82,PhonePe UPI,Bangalore,1.0
1,1,6,Clothing,1,4717.54,4324.89,Net Banking,Mumbai,1.0
0,1,3,Sports & Fitness,1,2431.21,2249.64,Paytm UPI,Delhi,1.0
2,1,2,Books,0,6636.32,6636.32,Credit Card,Jaipur,0.0
1,2,2,Sports & Fitness,1,1523.9,1268.96,Credit Card,Mumbai,0.0
2,2,5,Beauty and Health,0,936.32,936.32,Google Pay UPI,Mumbai,0.0
2,2,0,Pet Care,0,580.76,580.76,Cash on Delivery,Ahmedabad,0.0
0,2,3,Sports & Fitness,0,4368.43,4368.43,Debit Card,Delhi,1.0
0,1,4,Beauty and Health,1,5455.6,5270.32,Credit Card,Srinagar,1.0
2,2,3,Electronics,0,268.49,268.49,Credit Card,Delhi,1.0
1,1,0,Clothing,0,5621.99,5621.99,Net Banking,Other,0.0
0,2,2,Clothing,0,808.21,808.21,Credit Card,Kolkata,1.0
1,2,1,Clothing,0,4679.5,4679.5,Credit Card,Mumbai,1.0
2,2,3,Beauty and Health,0,2582.24,2582.24,International Card,Delhi,1.0
0,1,0,Electronics,0,2952.24,2952.24,Debit Card,Hyderabad,1.0
0,2,3,Beauty and Health,0,3809.76,3809.76,Google Pay UPI,Hyderabad,0.0
0,2,2,Clothing,1,6134.05,5825.75,Debit Card,Mumbai,1.0
2,2,5,Clothing,0,5194.54,5194.54,Credit Card,Delhi,1.0
1,3,4,Clothing,1,4562.02,4390.58,Debit Card,Chennai,0.0
0,2,0,Other,0,3268.6,3268.6,Credit Card,Delhi,1.0
1,2,1,Sports & Fitness,1,3599.87,3464.39,International Card,Mumbai,1.0
0,2,2,Electronics,0,3989.17,3989.17,Credit Card,Pune,1.0
1,3,1,Home & Kitchen,0,4012.37,4012.37,Net Banking,Chennai,0.0
1,2,2,Pet Care,1,2534.28,2397.87,Debit Card,Kolkata,1.0
1,2,5,Home & Kitchen,0,5522.98,5522.98,Credit Card,Mumbai,1.0
0,3,4,Beauty and Health,0,2953.49,2953.49,Debit Card,Bangalore,1.0
0,2,4,Clothing,1,1652.99,1286.95,Net Banking,Delhi,1.0
1,2,2,Electronics,0,726.88,726.88,Credit Card,Chennai,1.0
1,1,4,Sports & Fitness,0,6048.62,6048.62,Debit Card,Hyderabad,1.0
2,3,0,Books,1,3568.73,3261.6,Debit Card,Hyderabad,0.0
2,0,3,Clothing,1,4610.61,4486.31,PhonePe UPI,Hyderabad,1.0
1,2,2,Beauty and Health,0,4688.25,4688.25,Credit Card,Lucknow,0.0
1,1,4,Beauty and Health,0,5739.63,5739.63,Credit Card,Mumbai,1.0
1,2,4,Home & Kitchen,1,2407.09,1909.63,Credit Card,Bangalore,1.0
0,2,0,Sports & Fitness,0,2534.67,2534.67,Debit Card,Mumbai,1.0
1,2,3,Electronics,0,1539.98,1539.98,Debit Card,Hyderabad,1.0
0,2,6,Sports & Fitness,0,2618.61,2618.61,Google Pay UPI,Bangalore,1.0
1,1,1,Clothing,0,4574.31,4574.31,Credit Card,Delhi,1.0
2,1,5,Beauty and Health,1,536.07,39.3,Credit Card,Kolkata,1.0
1,1,6,Beauty and Health,0,5760.27,5760.27,Paytm UPI,Delhi,0.0
1,2,3,Clothing,1,4863.61,4448.3,Credit Card,Srinagar,0.0
0,1,6,Electronics,1,1615.49,1233.42,Paytm UPI,Bangalore,0.0
0,2,2,Sports & Fitness,0,3131.36,3131.36,Credit Card,Pune,1.0
0,4,2,Electronics,0,4801.88,4801.88,Credit Card,Delhi,1.0
2,3,0,Electronics,1,3285.1,3029.22,Credit Card,Bangalore,1.0
1,0,0,Clothing,0,4277.28,4277.28,Net Banking,Bangalore,0.0
0,2,2,Beauty and Health,1,5151.44,4883.21,Credit Card,Delhi,1.0
2,2,0,Electronics,1,2218.25,2028.19,Credit Card,Ahmedabad,1.0
1,3,1,Electronics,0,3524.25,3524.25,PhonePe UPI,Bangalore,1.0
1,3,5,Clothing,1,1138.75,816.86,Credit Card,Bangalore,1.0
2,2,6,Clothing,0,5051.12,5051.12,Credit Card,Chennai,0.0
1,2,2,Home & Kitchen,0,1827.22,1827.22,Credit Card,Delhi,1.0
1,1,0,Electronics,0,1515.75,1515.75,Credit Card,Ahmedabad,1.0
2,2,6,Electronics,1,3115.1,2736.67,Credit Card,Jaipur,1.0
0,2,3,Electronics,0,3297.21,3297.21,Debit Card,Mumbai,1.0
2,1,4,Electronics,0,3673.93,3673.93,Debit Card,Delhi,0.0
0,1,3,Electronics,0,3946.84,3946.84,Credit Card,Pune,1.0
1,2,4,Clothing,0,4877.66,4877.66,Credit Card,Hyderabad,0.0
2,1,2,Other,1,5953.98,5657.33,Debit Card,Hyderabad,1.0
2,1,4,Beauty and Health,1,4870.94,4462.84,Credit Card,Delhi,1.0
2,1,0,Beauty and Health,1,5149.84,4744.13,Credit Card,Hyderabad,1.0
2,2,2,Electronics,0,4438.11,4438.11,Debit Card,Delhi,0.0
0,2,6,Beauty and Health,1,3750.01,3678.51,Debit Card,Kolkata,1.0
1,3,5,Toys & Games,1,1428.13,1183.97,Cash on Delivery,Mumbai,1.0
1,2,4,Home & Kitchen,0,4376.37,4376.37,Debit Card,Hyderabad,1.0
1,3,5,Sports & Fitness,1,1718.56,1275.67,Credit Card,Ahmedabad,1.0
2,3,5,Clothing,1,6157.96,5729.07,Paytm UPI,Delhi,1.0
2,3,5,Beauty and Health,0,4305.38,4305.38,Net Banking,Bangalore,1.0
1,2,3,Clothing,1,3632.44,3271.02,Credit Card,Pune,1.0
1,1,6,Clothing,0,789.64,789.64,Paytm UPI,Bangalore,1.0
1,1,4,Clothing,0,515.61,515.61,Debit Card,Mumbai,0.0
1,2,2,Electronics,1,1074.35,881.02,Credit Card,Bangalore,1.0
0,3,4,Clothing,1,1752.65,1298.72,International Card,Mumbai,1.0
1,1,1,Other,1,3798.14,3452.05,Debit Card,Delhi,0.0
1,3,6,Sports & Fitness,0,228.15,228.15,Credit Card,Chennai,1.0
2,2,1,Electronics,1,1875.84,1622.22,Debit Card,Jaipur,0.0
2,1,1,Toys & Games,1,242.45,0.95,Google Pay UPI,Delhi,0.0
2,3,0,Clothing,0,2766.65,2766.65,PhonePe UPI,Bangalore,0.0
1,1,6,Beauty and Health,1,4298.47,4108.82,Net Banking,Mumbai,1.0
1,1,4,Pet Care,0,455.56,455.56,Credit Card,Bangalore,0.0
1,1,4,Clothing,0,2810.0,2810.0,Google Pay UPI,Mumbai,1.0
2,1,6,Clothing,0,2614.59,2614.59,Cash on Delivery,Mumbai,1.0
1,1,0,Electronics,1,3829.56,3621.17,Debit Card,Hyderabad,1.0
1,1,1,Electronics,1,1950.27,1475.53,Credit Card,Chennai,0.0
2,1,2,Electronics,1,3039.41,2584.55,Credit Card,Chennai,1.0
1,1,0,Books,1,1263.81,1091.23,Credit Card,Delhi,1.0
1,2,0,Books,1,5528.21,5069.23,Credit Card,Delhi,1.0
1,2,2,Clothing,0,4306.53,4306.53,Credit Card,Mumbai,1.0
0,1,5,Pet Care,0,510.09,510.09,Debit Card,Mumbai,1.0
1,1,3,Home & Kitchen,0,4844.59,4844.59,Credit Card,Mumbai,0.0
0,2,6,Electronics,0,5923.36,5923.36,PhonePe UPI,Mumbai,1.0
1,2,0,Home & Kitchen,0,3661.04,3661.04,Credit Card,Delhi,0.0
1,1,2,Pet Care,0,1283.73,1283.73,Credit Card,Chennai,1.0
1,3,2,Electronics,1,267.41,157.99,Credit Card,Delhi,1.0
1,3,0,Other,1,2322.68,1977.09,Debit Card,Other,0.0
1,1,1,Pet Care,1,5312.05,4849.28,Credit Card,Delhi,1.0
2,3,0,Books,0,2726.52,2726.52,Debit Card,Kolkata,1.0
1,1,4,Sports & Fitness,1,1029.88,919.55,Google Pay UPI,Mumbai,1.0
0,2,0,Home & Kitchen,0,5612.2,5612.2,Debit Card,Hyderabad,1.0
1,4,4,Clothing,0,2860.54,2860.54,Debit Card,Bangalore,1.0
1,2,0,Beauty and Health,1,3569.32,3318.52,Credit Card,Mumbai,1.0
1,3,6,Beauty and Health,0,2749.82,2749.82,Credit Card,Chennai,1.0
1,0,5,Home & Kitchen,1,188.56,26.91,Google Pay UPI,Bangalore,1.0
0,2,4,Pet Care,1,1657.89,1325.07,Debit Card,Mumbai,1.0
0,2,3,Clothing,1,576.04,361.82,PhonePe UPI,Delhi,1.0
2,1,0,Clothing,0,204.9,204.9,PhonePe UPI,Jaipur,1.0
1,1,5,Clothing,1,992.87,641.39,Debit Card,Pune,0.0
2,1,3,Electronics,0,2064.11,2064.11,Paytm UPI,Lucknow,0.0
2,1,3,Clothing,0,2860.4,2860.4,Credit Card,Jaipur,0.0
2,2,2,Electronics,1,941.07,553.02,Credit Card,Delhi,0.0
0,3,5,Electronics,0,3775.16,3775.16,Google Pay UPI,Mumbai,0.0
0,3,1,Electronics,0,1945.2,1945.2,Net Banking,Hyderabad,1.0
0,3,2,Sports & Fitness,0,742.13,742.13,Debit Card,Mumbai,1.0
0,2,2,Sports & Fitness,1,1523.83,1162.13,Credit Card,Bangalore,0.0
2,1,6,Clothing,0,6733.47,6733.47,Credit Card,Chennai,1.0
2,3,3,Electronics,1,957.75,670.69,PhonePe UPI,Chennai,0.0
2,1,6,Clothing,1,5172.66,4841.16,Google Pay UPI,Delhi,1.0
0,2,4,Electronics,1,5387.9,5324.94,Credit Card,Other,1.0
0,4,0,Sports & Fitness,1,2888.76,2654.43,Debit Card,Chennai,1.0
1,1,2,Books,0,1238.99,1238.99,Credit Card,Delhi,1.0
0,1,6,Home & Kitchen,0,1119.5,1119.5,Credit Card,Pune,1.0
0,0,6,Electronics,1,2622.83,2299.47,Debit Card,Delhi,1.0
0,2,5,Electronics,0,3774.37,3774.37,Google Pay UPI,Delhi,1.0
1,1,0,Electronics,0,4992.16,4992.16,International Card,Bangalore,1.0
1,2,0,Beauty and Health,1,2421.83,2269.72,Credit Card,Bangalore,1.0
2,0,6,Books,0,4730.01,4730.01,Debit Card,Delhi,1.0
2,3,2,Clothing,0,3230.91,3230.91,Credit Card,Mumbai,0.0
0,1,5,Electronics,0,275.42,275.42,Credit Card,Pune,1.0
1,2,4,Home & Kitchen,1,5170.74,5070.18,Debit Card,Mumbai,1.0
2,4,2,Electronics,1,1564.19,1361.06,Debit Card,Delhi,0.0
1,2,0,Sports & Fitness,1,2901.75,2613.51,Paytm UPI,Mumbai,0.0
1,1,6,Clothing,0,1491.71,1491.71,Credit Card,Mumbai,1.0
2,4,5,Beauty and Health,0,1539.73,1539.73,Credit Card,Jaipur,1.0
2,2,5,Beauty and Health,0,4226.09,4226.09,Credit Card,Delhi,0.0
0,2,2,Clothing,0,1734.0,1734.0,Credit Card,Bangalore,1.0
1,2,3,Electronics,0,408.63,408.63,Debit Card,Ahmedabad,1.0
0,1,2,Home & Kitchen,1,1616.89,1544.18,Credit Card,Jaipur,1.0
2,0,6,Electronics,1,243.82,90.69,Net Banking,Delhi,0.0
1,1,0,Sports & Fitness,0,3163.92,3163.92,Credit Card,Delhi,0.0
0,3,1,Pet Care,1,4283.02,3837.57,Credit Card,Mumbai,1.0
0,1,4,Beauty and Health,1,3632.18,3173.36,Debit Card,Chennai,1.0
